"gene_id"	"AM-WT_R1"	"AM-WT_R2"	"AM-WT_R3"	"CD206neg-IM-CRE_R1"	"CD206neg-IM-CRE_R2"	"CD206neg-IM-CRE_R3"	"CD206neg-IM-WT_R1"	"CD206neg-IM-WT_R2"	"CD206neg-IM-WT_R3"	"CD206pos-IM-CRE_R1"	"CD206pos-IM-CRE_R2"	"CD206pos-IM-CRE_R3"	"CD206pos-IM-WT_R1"	"CD206pos-IM-WT_R2"	"CD206pos-IM-WT_R3"	"Ly6Cpos-Mo-WT_R1"	"Ly6Cpos-Mo-WT_R2"	"Ly6Cpos-Mo-WT_R3"
"ENSMUSG00000040747"	9104	10989	10287	5651	5119	5882	6413	5756	5739	7583	7938	7554	7732	8206	9786	12996	10412	16287
"ENSMUSG00000040749"	23.361	34	31.706	18	21	34	18.051	21	42	44	27.337	40.842	28.402	87	43	72.392	28.335	54
"ENSMUSG00000040751"	108	57	75	2785	2929.001	3561.999	3375.999	3271.999	3423	2748	2865	2679	2181	2085	2324.001	2119.001	1658.001	1770
"ENSMUSG00000040752"	0	9	6	0	4	6.701	4	4	0	7	5	4	15	0	2	1	0	5
"ENSMUSG00000040759"	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040760"	907	1181	826	961	945	832	945	1027	846	927	1198	838	873	1027	1124	768	698	583
"ENSMUSG00000040761"	1785	2598	2106	2071	2375	2081	2187.001	2881	2313.999	1659.001	2473	1422	2061	2015	1962.001	3080	3303	1819
"ENSMUSG00000040767"	203	230	270	104	129	173	109	141	109	166	194	172	99	165	93	90	114	178
"ENSMUSG00000040770"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040771"	311.999	336	313	223	137	243	230	208	193	202	223.999	184	146.999	187	223	325	239	237.999
"ENSMUSG00000040774"	1635	1952	1622.001	859	717.001	899.999	1052.001	847.999	762.999	1004.999	1066	858	769	1048.001	1093.001	1768.999	1281	1497.999
"ENSMUSG00000040782"	1511	1614	1391	954	943	1025.999	896.999	940	882	934	1095	886.999	791	1105.999	1017.999	1892	1700	1603
"ENSMUSG00000040785"	639.001	636.999	500	787.998	939	879	734.001	880.001	853.001	973	1173.001	940.001	1053.998	1399.001	1295	156.001	207.001	153.999
"ENSMUSG00000040794"	0	0	6	1	0	6	0	0	0	0	0	0	0	0	0	0	7	0
"ENSMUSG00000040795"	91	128	77	86	45	118.001	44	74	53	57	108.999	45.999	75	49.001	29	51	48	44.001
"ENSMUSG00000040797"	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040808"	8	12	6	18	5	104	1	4	30	10	5	10	0	0	1	0	1	0
"ENSMUSG00000040809"	319951.405	368214.096	374451.421	2346	624	10367.973	1269	1135	1016.997	1037	347	1888.995	4436.965	6067.96	5295.986	28578.943	26655.843	51593.84
"ENSMUSG00000040811"	631	778	722	305	282.999	540	244	303.001	363	268	283	275	230	203	252	459	326	318
"ENSMUSG00000040812"	0	2	2	21	0	22	0	1	3	5	0	11	0	0	0	4	0	0
"ENSMUSG00000040813"	1483.999	1417	1753	479	533	794	552	515	494	661	927.001	833	745	607	686	426	431.999	530.998
"ENSMUSG00000040818"	422	542	317	702.001	693	592.001	703	746	632.999	710	858.001	583	636.001	834	837	783	699	593
"ENSMUSG00000040820"	420	547	475	736	784	714.999	780.999	827	679	524	707.999	612.999	518	488	513	1265	1303	964
"ENSMUSG00000040822"	447	613	550	227	214	267	201	243	182	188	311	226.999	187	212	281	478	374	543
"ENSMUSG00000040824"	669	678	827	451	531	773	558	469	480	556	706	698	630	413	640	621	471	870
"ENSMUSG00000040828"	13	10	11	2	0	11	0	1	0	0	3	0	0	0	1	0	0	0
"ENSMUSG00000040829"	27	11	7	2419	2739	2498.001	3873.001	4109.001	3318	1731.999	2342	1586	2072.001	2296	2418	16.999	17	5
"ENSMUSG00000040836"	0	1	2	2	3	20	0	5	6	8	5	0	12	0	9	4	3	0
"ENSMUSG00000040838"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040841"	6	9	12	22	11	124	4	15	31	6	3	15	17	0	8	10	2	5
"ENSMUSG00000040842"	2141.999	2291.001	2784	2053	2312	2795	2323	2468	2468	2556.001	3080.999	2650	2831	2762.999	2986	3926	3265.999	4117
"ENSMUSG00000040843"	473	601	541.999	334.001	329	448.999	391.999	399	350	437	445	328	368	485	508	378.999	254	335
"ENSMUSG00000040848"	1669	1745	1494	3198	3853	3021	4001	4623	3887	4353	5670	3929	5093	5553	5705	3326	2971	2715
"ENSMUSG00000040850"	1525	1924	1719	1238	1585	1560	1606	1750	1556	1547	1709	1408	1862	1906	2158	2501	2244	2119
"ENSMUSG00000040852"	5	5	37	53	8	123	8	10	21	15	11	16	18	10	11	2	5	12
"ENSMUSG00000040855"	824	994	979.001	567	563	466	487	577.999	546	1020.001	1103.001	754	1071.001	1090	1403	37	60	39
"ENSMUSG00000040856"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0
"ENSMUSG00000040857"	701	618	969	860	848	1298	1182	994	1401	908	1164	976	1372	1071	1585	1181	751	888
"ENSMUSG00000040859"	1065	1215.998	1110	984	1082.001	1345	1022.999	1195	1208	1137	1392	1157	1343	1444.999	1292.001	1465	1340	1348
"ENSMUSG00000040860"	175	164	155	399	394	474.001	379.999	378.001	407	350.999	443.001	359.001	360	353	322	168	167	118
"ENSMUSG00000040865"	1154	1812	1427.001	2624	2725.999	1737	2812.001	3069.999	3123	1671	2404	1628.999	2335.999	2197	2623	2007.001	1750.001	1282
"ENSMUSG00000040866"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040867"	0	8	11	4	0	28	10	2	3	1	0	0	0	0	10	2	9	0
"ENSMUSG00000040875"	0	0	3	11	21	53	13	27	29	30	21	16	48	31	63	0	0	3
"ENSMUSG00000040877"	100	60	70	99	73	92	100.001	104	59	80	65	83	99	72	70	58.001	34	63
"ENSMUSG00000040883"	273.001	199	339	219.001	245	412	323.001	303	270	317	308	373	313	318	363	200	183.999	381
"ENSMUSG00000040888"	284.999	237.999	286	195.001	164	188	179	170.999	149	232	217	195.999	116	111	171	226.001	146	218.001
"ENSMUSG00000040891"	0	0	0	0	0	2	0	0	0	5	0	0	0	0	1	0	0	0
"ENSMUSG00000040896"	1	0	0	0	0	2	0	4	5	1	0	2	2	0	3	0	0	0
"ENSMUSG00000040899"	27	15	12	4	23	11	3	5	11	5	5	0	3	7	7	15	4	15
"ENSMUSG00000040901"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040904"	97.47	102.96	94.069	103.89	95.68	137.819	70.097	128.937	94.123	130.684	128.728	126.765	116.308	110.733	75.147	77.898	86.302	84.271
"ENSMUSG00000040907"	161	129	69	632	641	668	445	516	472	582	589	473	379	387	438	13972.999	12686	11804
"ENSMUSG00000040913"	491	433	539.001	412.001	478	612.999	463	523.999	531	604	813.999	612	597.999	475	690.001	479.999	453	537
"ENSMUSG00000040918"	174	160	188	112	141	152	124	104	116	138	155	109	133	88	132	435	269	465
"ENSMUSG00000040919"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
"ENSMUSG00000040928"	273.001	386	316.001	438	528.001	519.001	599	679.001	560.999	428.001	571	379	429	571.001	651.999	381	371	247
"ENSMUSG00000040929"	65	77	77	234	256	159	257	256	241	186	226	141	161.999	135	228	341	240	145
"ENSMUSG00000040935"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040936"	12	7	12	10	23	74	15	16	8	12	37	27	22	19	27	3	5	5
"ENSMUSG00000040938"	0	5	15	26	16	189.999	0	6	11	11	1	20	0	0	1	0	0	5
"ENSMUSG00000040940"	5327	5761	6531.999	6485	6956.001	8901	6894	7296	7244	5596.002	6893	5643.001	5849	4799.001	6024	10683	9296.001	8217.001
"ENSMUSG00000040943"	1548	1668	1786	2368.999	2793	1830.999	2446.999	2747.001	2484.999	1537	1967.001	1460	1567.001	1688.999	1740	2981.999	2581.999	2040
"ENSMUSG00000040945"	1846	2214	2033	2486	2856	3044.999	2301	2728	2360	3017	3724	3038	2974	3067	2893	2346	2008	2125
"ENSMUSG00000040950"	420	213.72	143.064	14031.544	13026.833	14759.885	13496.659	13607.659	12022.494	17462.842	20210.56	16510.204	13230.133	15156.132	15005.072	159.992	100.548	223.659
"ENSMUSG00000040952"	5420.001	5251.999	7246.001	6036	6818	9617.999	6185.001	6081.002	7103.999	6429.999	7846	7620.001	6579.999	4145.999	6321.001	8480	6901	12477
"ENSMUSG00000040957"	109	95	77	163	176	239	317	280.001	296	306	349	263	445	584	495	38	22	30
"ENSMUSG00000040963"	7	2	0	228	259	310	193	151	186	388	424	399	308	320	309	31	20	25
"ENSMUSG00000040964"	61	31	56	1340.999	1772.001	1957.999	1364	1525	1487	1723	2378.001	1655.999	1686	1583	1877	6135.999	4181	6723.001
"ENSMUSG00000040966"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040969"	10	3	14	10	5	76	7	6	24	10	1	34	4	0	17	2	0	0
"ENSMUSG00000040972"	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"ENSMUSG00000040978"	2	2	1	14	0	12	4	0	2	0	0	3	0	0	0	0	1	0
"ENSMUSG00000040985"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040987"	5	12	26	107	104	304.999	117	63	220	165	276	205	381.001	204	390.999	22	11	17
"ENSMUSG00000040990"	1801	1963	1569	1815.999	1636	1801.001	2131.999	2035.001	1907	2197.001	2080	1956	1852.999	2222.001	2301	3477.999	3008.001	2553.001
"ENSMUSG00000040997"	1306	1184	1388	953	924.001	1294.002	939	1068	957.999	1215	1507	1384	1391	1120	1296	857	766.001	810
"ENSMUSG00000040998"	168	233	663	689.001	265	2549.999	403	585	1172.001	347	158	762	571	356	703.999	124	110	251
"ENSMUSG00000041000"	112	169	146	123	148	225	118	152	182	124	185	119	149	92	111	134	106	58
"ENSMUSG00000041009"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041012"	1	1	29	20	6	91	25	14	38	14	8	24	19	11	13	5	1	4
"ENSMUSG00000041014"	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041020"	0	0	2	0	0	9	0	0	3	0	0	2	0	0	0	0	1	0
"ENSMUSG00000041025"	627	681	754	450	479	796.454	648	572.878	606	494	559	443	575	490	565	273	237	158
"ENSMUSG00000041028"	3800	4377	4120	2761	2725.999	3501	3106	2931	2738	3195	3408	3279	3109	2883	3602	3329	2680	3520.999
"ENSMUSG00000041035"	230	217	297	161	122	230	105	115	142	166	171	159	120	98	103	206	131	256.001
"ENSMUSG00000041037"	358	444	463	335	400	411	305	484	374	381	474	406	414	514	454	190	168	132
"ENSMUSG00000041040"	1682	1579	2024	1402	1440	1430	1480	1343	1732	1475	1759	1242	1716	1579	2026	5641	3124	5869
"ENSMUSG00000041044"	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041046"	53	21	20	199	169	249	160	111	175	139	162	178	145	78	135	370	200	553
"ENSMUSG00000041052"	0	0	0	0	0	3	1	5	2	25	10	7	10	25	17	0	0	0
"ENSMUSG00000041057"	1173.999	1060.001	1179.001	584.999	622	696	712	648.001	590	616	697.001	507	518	661	596	766	688	630.001
"ENSMUSG00000041058"	610	751	639	1715	1867	1772	1465	1554	1663	4534	5183	3651	4688	5988	5754	535	576	554
"ENSMUSG00000041062"	0	0	0	18	9	4	5	2	2	0	1	0	2	0	0	0	0	0
"ENSMUSG00000041064"	20	29	9	7	31	22	22	10	66	37	30	12	34	2	32	2	10	0
"ENSMUSG00000041068"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041073"	0	3	18	8	0	55	3	14	1	3	2	3	0	0	0	8	9	3
"ENSMUSG00000041075"	828	938	749	179	192	282	159	249	169	186	303	288	292	372	305	242	195	181
"ENSMUSG00000041078"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSMUSG00000041079"	113	125	86	47	57	57	43	52	29	58	54	66	40	46	41	99	84	78
"ENSMUSG00000041084"	978	1273	1124	775	761	1095	750	721	682	1076	1138	1036	869	975	921	1399	1072	1797
"ENSMUSG00000041096"	527	506	538.001	717	667.001	807	690	672	683	664	740	496	594	548	686.001	278.999	220.999	231.001
"ENSMUSG00000041112"	2011.001	2136.999	1994.001	3684.001	3816	3882.001	3923.999	4157	4028	3336.001	4162	3185	3400	3273	3901	3081	2678	2544
"ENSMUSG00000041115"	790	888	992	1117	1169	1488.001	1227.998	1443	1486	1077.001	1542	1005	1373	1583.999	1518.999	580	603	597
"ENSMUSG00000041117"	1	10	9	14	8	51	21	12	13	2	6	11	6	35	13	3	12	1
"ENSMUSG00000041119"	9	32	52	31	9	107.001	12	15	58	18	9	71	13	26	35	3	22.001	24
"ENSMUSG00000041120"	30	66	167	304	131	995	105	126	221	171	176	240	207	110	177	52	20	83
"ENSMUSG00000041124"	382	379	359	137	171	213	161	146	142	158	175	149	177	201	142	140	135	145
"ENSMUSG00000041126"	405	541	460	427	449	632	329	388	373	504	617	684	477	440	473	387	244	460
"ENSMUSG00000041130"	1105	1064	1210.001	1014	1315	1613	1112.999	1211	1238	1188	1445	1250	1361.001	991	1332	811	728	774
"ENSMUSG00000041132"	819	1030	705	753	685	674	614.999	641.001	483.001	639.001	774	499.999	509	733	588.999	1258.001	1219.999	1028.999
"ENSMUSG00000041133"	2764	3007	2646	2095	1979.001	2782	2338	2199	2231	2287	2890	2351.999	2482.001	2975	2903.999	3052	2545	2306
"ENSMUSG00000041134"	122	174.001	315	204	70.003	974	77	111	411	123	20	301.009	207	50	237	140	131.023	104.001
"ENSMUSG00000041135"	973	849	1073	429	324	551	428	330	442	272	326	410	384	400	485	1224	912	1105
"ENSMUSG00000041138"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
"ENSMUSG00000041141"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"ENSMUSG00000041143"	306	403	406.999	245.001	296	260.999	298	279.001	275	216	291.001	212.001	269	152	292	399	355.999	322
"ENSMUSG00000041144"	0	0	0	18	1	31	1	0	0	0	4	13	0	0	0	0	0	0
"ENSMUSG00000041147"	122	197	108	125.999	154	128.001	153	203	108.999	86	114	56	92	135	157.999	14	4	0
"ENSMUSG00000041153"	416	618	453.999	1417	1352	1271	1635.001	1573.001	1453	1075	987	951	844	681.001	1014.001	967.001	941	1112
"ENSMUSG00000041161"	146	173	152	111	122	166	127	140	119	101	112	122	128	192	91	150	128	80
"ENSMUSG00000041164"	2442.001	2707.999	2852	4564	5729	5415	3946.999	4869	4546	3881	5399.998	3825	4378	4022	4221.001	3102	3130	2603.001
"ENSMUSG00000041165"	0	0	0	4	0	3	0	0	0	0	0	0	0	0	2	0	0	0
"ENSMUSG00000041168"	1047	1084	1329	867	852	1178	827	980	932	950	983	829	1056	959	1106	782	736	712
"ENSMUSG00000041180"	9	6	0	114	158	99.999	108	117.001	163.999	123	119	134	145.001	164	153	4	19	14
"ENSMUSG00000041187"	398	415	430	346	263	506	218	335.999	373	262	294	234	319	232.001	351	200	183	210
"ENSMUSG00000041189"	20	26	11	19	14	76.999	11	13	42	6	15	33	27	0	13	2	4	9
"ENSMUSG00000041193"	0	0	0	9	0	0	0	0	0	6	0	2	0	0	0	0	0	0
"ENSMUSG00000041199"	215	187	206	93	120.999	125	60	120.999	72	89	153	143.001	96	113	106	94	92	69
"ENSMUSG00000041202"	7	1	15	111	147	105	175	120	210	787	1121	496	2354	1878	2452	0	0	0
"ENSMUSG00000041203"	1658	1831	1767	1029	1171	1604	1460	1111	1265	1305	1397	1257	1241	1024	1367	2025	1503	1792
"ENSMUSG00000041205"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041215"	498	487.001	377	568	680.999	620	570	655.999	652	506	612	473.999	511.999	530	590.999	518	442	350
"ENSMUSG00000041216"	0	6	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
"ENSMUSG00000041219"	896	1353.999	841	515	642	533	626	762	682	584	854.999	496	634	890	705	595	671.999	296
"ENSMUSG00000041220"	762	424.001	1129	206	216	244	302	243	229	221	263	151	205	210	229	249	266	165
"ENSMUSG00000041225"	468	608	469.999	824	797.001	716	954	784	720	916.999	1154.001	819	837	1286	1052	428.999	391	331.001
"ENSMUSG00000041229"	1120.001	1073.999	1086	861.001	941	1012.001	993	1074.999	1113.999	827	1153.001	851	989	761	1045.001	1644	1228	1214
"ENSMUSG00000041231"	525	670	595	206	216	252	188	137	147	170	157	148	139	230	181	341	316	310
"ENSMUSG00000041235"	2912.001	3159	2965.001	2752.999	3285.999	2870.001	3010	3187	2971	2317	3381	2192	2527.001	2573	2788	5588	4676	5365.001
"ENSMUSG00000041236"	1922.001	2023	1855	1273.001	1136.001	1291	1142	1181	1105	1350	1518.001	1295.001	1248	1523	1538	1301	1081	1129
"ENSMUSG00000041237"	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041238"	749	783	671.001	914	656	998	975.001	731	904.999	1292	1142.999	1003	1092	1164.999	1313	1134	843.999	1052
"ENSMUSG00000041241"	543.999	582	769	327	384	513	437	406	363	419	560	557	624	485	634	530	461	450
"ENSMUSG00000041245"	1	8	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041247"	70	63	187	174	32	785	77	86	324	123	37	160	108	57	148	8	30	92
"ENSMUSG00000041248"	5	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
"ENSMUSG00000041255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041258"	961.999	1106	1045	1587	1684	1360.001	1712	1996.999	1550	1396	1747.001	1218	1645.001	1619.999	1614.001	1744	1648	1076.001
"ENSMUSG00000041261"	20	9	36	49	8	213	5	11	35	23	10	68	16	8	24	12	1	18
"ENSMUSG00000041263"	757	878	1037	339	379.001	568.999	416	430	364.001	333	500.999	319.999	338	356	443.001	532	412.001	492.001
"ENSMUSG00000041264"	455.001	643.001	464	292	367.001	428.999	222.999	359	302.001	295	369.001	279	282.999	310	323	539	382	408.999
"ENSMUSG00000041268"	11813	13713	13106.999	620	753	819	846	961	791	606	791	519	971	806	1004.001	1030	772	680
"ENSMUSG00000041272"	12	12	7	13	2	5	4	4	4	7	4	0	5	0	4	17	10	2
"ENSMUSG00000041278"	690	657	664	417.999	413	464	455	382	529	433	423	447	476	551	472.999	474	359	450
"ENSMUSG00000041287"	0	0	0	0	5	6	0	0	1	0	2	0	0	0	0	0	4	1
"ENSMUSG00000041293"	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041297"	1770	2441.999	1918	1432	1436	1341	1762.001	1677.999	1822.999	1431.999	1705.999	1174.001	1640.999	1702.001	1910	1914	1435	1534.999
"ENSMUSG00000041298"	128.518	145	111	178	160.001	177	202	197.899	173	180	250.001	207	236	285.243	265.642	39.575	35	42
"ENSMUSG00000041301"	8	0	1	0	6	30	0	0	14	8	0	9	4	0	3	0	0	0
"ENSMUSG00000041303"	398	571	433	190	256	223	219	253	194	215	254	131	243	286	209	219	224	168
"ENSMUSG00000041308"	1255	1212	1805.001	640	730	837	553	679	593	496	664	657	689	582	800	659	580	579
"ENSMUSG00000041309"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"ENSMUSG00000041313"	820	833	1038	953	1036	1023	1032	1138	1182.001	816	946	684	1021	845	1072	1577	948	1763
"ENSMUSG00000041319"	342	384.999	323.999	287.999	395	447.001	423.001	349.001	322	331	393	392.001	322.001	235	317.999	461.999	378	388.999
"ENSMUSG00000041323"	17	4	7	12	9	153	18	9	9	20	8	25	5	0	2	0	2	4
"ENSMUSG00000041324"	450	562	606	42	50	44	14	11	10	44	10	71	21	11	25	109	79	96
"ENSMUSG00000041328"	2518	2552	2433	3929.999	3672	3334	5678	4626	5159.999	4123	4404	3347	4194	4125	5044	4029	2972.001	1906
"ENSMUSG00000041329"	10	11	16	45	7	177	10	21	15	9	12	23	27	0	14	2	0	2
"ENSMUSG00000041333"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041341"	957	1144	801	801	797	688	685	985	787.001	638	889	569	748.001	717.001	827	959	839	706
"ENSMUSG00000041343"	15	31	10	23	11	49	7	23	21.001	11	20	9	14	12	26	3	8	0
"ENSMUSG00000041346"	98	108	102	90	68	97	83	91	73	63	88	48	62	68	75	82	79	134
"ENSMUSG00000041347"	0	4	1	0	0	11	0	0	4	4	1	6	0	0	0	0	0	1
"ENSMUSG00000041351"	35.001	21.999	34	73.999	72	193	69	56	92	78	62.999	68	66	43	76	13	9	25
"ENSMUSG00000041353"	64.999	91.999	85	95	123	106	111	106	85	109	142	112	129	133	133.001	123.001	71	89
"ENSMUSG00000041354"	1382	1534.001	1625.999	3004.999	3446	4275.999	3157.001	3694.001	3484	2705	3704.999	2800	2804.999	2746.001	2930	1782.999	1698	1329
"ENSMUSG00000041355"	1608	1667	1909	1099.001	1059	1717.001	961	909	992.999	1226	1548	1540	1175.001	1384	1185	1584	1442	2191
"ENSMUSG00000041358"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041359"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041360"	1041.001	1195	1163.001	588	695	693	552	704.001	604	664	791	552	521	586	636.999	644.001	634.001	539
"ENSMUSG00000041361"	78	84	212	178	39	647	29	47	234	101	12	134	130	18	137	70	66	55
"ENSMUSG00000041362"	6900	7582	6304	2095	2165	1751	2582	2565	2261	1860	2316	1449	1713	2459	2347	565	360	435
"ENSMUSG00000041372"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041375"	817	1026.002	918.001	1487	1550	2202.999	1828.998	1784.999	1829.001	1474.999	1571	1448.001	1652.001	1359.001	1837	1565.001	1282	1211
"ENSMUSG00000041377"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"ENSMUSG00000041378"	117	182	440	366	59	1980	57	135	494	179	31	420	268	47	271	174	160	259
"ENSMUSG00000041380"	671	683	798	7	0	14	10	1	0	3	1	2	9	11	17	17	11	10
"ENSMUSG00000041390"	1240	1472	1084	1404.001	1178.999	1057.001	1388	1358	1378	1638	1773	1354.999	1560	1582	1754.002	793	720.999	746
"ENSMUSG00000041396"	24	28	37	13	17	30	15	16	17	12	30	14	12	25	21	22	11	14
"ENSMUSG00000041399"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041406"	44	49	33	83	68	68	73	68	40	76	68	52	59	95	63	12	6	4
"ENSMUSG00000041408"	1889.001	1976.001	2056	1544	1445	1371	1578	1780.001	1636	1565	1621.999	1320	1507	1692.001	2018	2172	1971.001	1904.999
"ENSMUSG00000041415"	1317	1560	1194	1007	1104	1153	923.999	1325	1072	869	1289.999	757	981.999	1161	1168	1326	1314.001	962.001
"ENSMUSG00000041417"	1955.001	2114	2023	4478.001	4351.999	3751	4267.999	4284	4275.001	4227	5217.999	3684	4201.999	4017	4770	2334	2205.999	1717
"ENSMUSG00000041420"	644.999	600	718	239.001	296.999	360	561.999	501.001	562.001	259.999	321	244	408	416	429	44	18	20
"ENSMUSG00000041423"	0	1	0	5	0	20	1	0	3	4	4	10	7	0	4	0	2	3
"ENSMUSG00000041426"	213	199	231	81	90	130	85	103	72	151	124	136	85	180	136	162	180	192
"ENSMUSG00000041429"	45	62	39	34	42	49	61	35	36	55	41	54	46	22	58	25	6	42
"ENSMUSG00000041431"	317.999	278	179	34	56	39	19	45	15	18	41	55	13	97	16	17	22	20
"ENSMUSG00000041438"	673	648	744	379	363	421	339	332	370	348	424	380	359	357	459	320	325	352
"ENSMUSG00000041439"	348	132	303	630	604	728.001	360	281	352	912	1111	955	932	969	1123	1464	1547	1218.001
"ENSMUSG00000041440"	206	216	158	153	176	160	124	190	167	141	159	116	121	80	174	69	45	53
"ENSMUSG00000041444"	46	50	76	47	24	118	21	36	62	9	12	32	45	26	23.999	100	100.001	61
"ENSMUSG00000041445"	21	25	56	137	9	699	21	21	106	27	8	77	42	11	44	20	40	48
"ENSMUSG00000041453"	8592.988	9031.984	9104.976	9614.971	8495.987	13029.984	10386.979	8545.984	9490.983	10529.973	10404.992	10192.965	8992.985	9036.991	10627.989	15036.979	11447.962	18369.061
"ENSMUSG00000041459"	2133.999	2646	2245.001	2566	2046	2369	2256.001	2359	2189.999	1955	2291	1938	1947.998	2160.999	2226.001	2104	1772.001	1678.999
"ENSMUSG00000041460"	2	0	3	2	2	22	7	3	20	3	5	3	10	6	8	5	1	2
"ENSMUSG00000041468"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041471"	128	221.999	93	115	128	74	134	174.001	105	121	144	102	105	148	152	231	168	125
"ENSMUSG00000041476"	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
"ENSMUSG00000041477"	323	403	353.999	225	246	353	276	319	248.999	201.999	281	247	249	256	276	189	121	143.999
"ENSMUSG00000041479"	8	1	11	44	2	180	2	9	22	0	8	24	7	0	8	8	7	2
"ENSMUSG00000041481"	29	12	12	121.89	90	179	43	73	72.001	75	108.999	108	115	150	108	127.001	118.397	97
"ENSMUSG00000041482"	11	34	50	35	9	163	10	22	105	16.999	4	42	39	0	34	23	37	21
"ENSMUSG00000041483"	547	754	670	391	434	320	494	440	406	444	488	329	474	495	595	729	538	725
"ENSMUSG00000041488"	892	1010	912.001	599	543	740	643.999	660	767	398	402	449	502.001	318	463	1110.999	1167	907
"ENSMUSG00000041491"	255	271	242	124	104	152	84	96	56	155	200.999	126	57	175	117	148	154	112
"ENSMUSG00000041498"	120	162	70	46	37	30	10	35	6	42	32	29	9	49	14	9	7	17
"ENSMUSG00000041505"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041506"	480	391.001	399	213.001	242.001	336.001	278.001	253	269.999	237	290	258	269	136	288	184	144	185
"ENSMUSG00000041515"	2458.001	2771.999	3094	2239.001	2884.999	2342	3131	3640	2929	2209	3053.001	2139	2842	2602	2944.001	3023.001	3158.999	2376.001
"ENSMUSG00000041523"	0	0	0	2	0	3	0	0	0	3	0	0	0	0	0	0	0	0
"ENSMUSG00000041528"	1017	1022	999	767.001	994.999	1226.999	851	1078.999	930.001	651.999	983	741.001	768	681	916	987	923.001	932
"ENSMUSG00000041530"	1094.999	1284.411	1116	1409.381	1666.363	1331.431	1207.059	1702.878	1351.705	1631.107	2097.139	1425.872	1665.451	2134.558	1829.804	952.999	865.282	734.573
"ENSMUSG00000041534"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041536"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041538"	106	97	92	904.001	767.999	800	1422.001	1089	1230.999	516	550	541	576	503.001	692	252.001	113	236.001
"ENSMUSG00000041540"	0	5	9	9	8	44	2	5	5	7	2	3	0	5	2	1	8	7
"ENSMUSG00000041544"	0	0	0	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0
"ENSMUSG00000041548"	22	19	16	61	8	299	15	10	37	2	16	56	18	0	26	4	4	13
